Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
33,4.0,3.9,9.3794,1.7,2.2,0.2,0.2,10.54,0.5,6.2218,13.0594,14.1771,17.6737,26.1132,36.9179,29.045,17.4663,21.3058,0.3777,0.4366,0
34,4.0,3.9,10.4709,2.0,2.5,0.2,0.5,8.4008,0.5,19.0106,14.1735,15.5349,18.1408,42.759,40.4263,44.6539,20.7131,26.0464,0.2152,0.2726,2
35,4.0,3.3,9.9602,1.7,2.2,1.4,0.2,10.0467,0.5,19.7628,12.5273,13.2673,15.5565,35.9544,30.9703,27.9982,17.7757,40.5454,0.3025,0.3184,0
36,4.0,3.3,11.3401,1.7,2.2,0.2,0.2,10.1691,1.2994,7.413,12.5896,14.3046,14.6963,27.1507,41.1976,27.0494,18.1715,22.3448,0.3826,0.4267,0
37,4.0,3.3,7.5,1.7,2.2,0.2,0.5,26.4389,2.5,16.8304,12.7282,16.0176,15.0966,41.0605,48.7229,39.9707,20.2163,29.8592,0.2334,0.2705,0
38,2.8072,3.3,10.6011,1.7,2.2,0.2,0.2,14.7861,0.5,7.9996,12.5554,14.6995,15.4477,26.22,43.5505,28.8989,17.8953,22.1607,0.369,0.4155,0
39,2.8944,3.3,9.9003,1.7,2.2,0.2,0.2,9.9047,0.5,8.1057,12.5569,14.5006,15.4091,26.2203,44.942,27.8039,17.8266,22.046,0.3706,0.4169,0
40,4.0,3.3,13.2739,1.7,2.2,0.2,0.2,10.9734,0.5,6.1371,12.5443,14.0492,14.6997,25.9793,35.9691,26.737,17.6142,20.2278,0.4086,0.4546,0
41,4.0,3.9,9.2137,1.7,2.2,0.2,0.5,21.5014,0.5,11.9065,13.0588,14.2091,17.9022,36.4047,30.5441,40.7031,17.4954,21.674,0.3132,0.3764,0
42,4.0,3.3,13.4516,1.7,2.5,0.2,0.2,12.9092,0.5,12.7376,13.6639,15.2636,14.9036,26.532,40.0575,31.0677,18.5633,20.1297,0.3436,0.3894,0
43,4.0,3.3,11.0446,1.7,2.2,0.2,0.2,22.7849,0.5,5.898,12.549,13.62,14.7472,25.9613,33.0014,30.6772,17.5035,20.1277,0.4076,0.456,0
44,4.0,3.3,13.2716,1.7,2.2,0.2,0.2,21.7389,0.5,5.8229,12.544,14.0976,14.7456,25.9541,32.7118,30.1359,17.639,20.2277,0.4065,0.4555,0
45,4.0,3.9,14.8434,1.7,2.2,0.2,0.2,21.8016,0.5,5.6756,13.0423,15.176,17.4273,26.0595,32.2312,32.3986,17.7931,21.0547,0.375,0.4397,0
46,2.6139,3.3,13.786,1.7,2.2,0.2,0.2,21.256,0.5,8.0445,12.5491,15.617,15.5942,26.2308,42.4362,31.3442,18.1932,22.6328,0.3566,0.4061,0
47,4.0,3.3,13.9551,1.7,2.2,0.2,0.2,20.9226,2.071,9.0575,12.6578,16.1813,14.7739,29.2036,45.243,30.2602,19.5882,26.4946,0.3308,0.3765,0
48,4.0,3.3,11.8388,1.7,2.2,0.2,0.2,10.3349,0.5,6.2215,12.5474,13.7186,14.687,25.987,36.5435,26.6554,17.5189,20.1428,0.4099,0.4551,0
49,4.0,3.3,7.5,1.7,2.5,0.2,0.2,19.9362,0.5,12.7809,13.6782,14.3104,15.0555,26.5415,39.3292,33.4056,18.296,20.1901,0.3439,0.3902,0
50,4.0,3.3,9.1379,2.0,2.2,0.2,0.2,12.8735,0.5,6.141,12.5526,13.3909,14.9488,32.0491,37.3167,27.5058,19.8885,24.9784,0.3732,0.4219,0
51,4.0,3.3,9.9065,2.0,2.2,0.2,0.2,23.9756,0.5,5.8573,12.5504,13.5484,14.9773,32.0204,34.1352,31.624,19.9363,24.8928,0.3685,0.421,0
52,4.0,3.9,9.1642,2.0,2.2,0.2,0.5,30.0,0.5,11.7671,13.0575,14.3926,18.1744,42.3476,30.3359,43.7789,20.0316,26.485,0.2737,0.3464,1
53,2.2968,3.3,7.5,1.7,2.2,0.2,0.2,8.6048,0.5,9.229,12.5658,14.764,15.8115,26.3469,50.1805,28.1992,17.9795,23.1324,0.349,0.3977,0
54,2.6144,3.3,15.0,1.7,2.2,0.2,0.2,15.6783,0.5,8.1278,12.5469,15.9391,15.6064,26.2384,43.6727,29.2519,18.2787,22.7945,0.357,0.4061,0
55,4.0,3.3,7.5,1.7,2.2,0.2,0.2,9.9401,0.5,6.4269,12.5584,13.1087,14.8233,26.0074,37.726,26.6803,17.3434,20.3051,0.4097,0.454,0
56,4.0,3.3,7.5,1.7,2.2,0.2,0.2,9.1584,1.943,9.3092,12.6587,14.7841,14.8393,28.8434,48.9726,27.6829,19.0075,25.709,0.3417,0.3859,0
57,4.0,3.3,7.5,1.7,2.5,1.4,0.2,8.962,0.5,25.9176,13.648,14.0139,15.8142,35.325,36.6323,29.7789,18.3181,40.5174,0.2493,0.2708,0
58,4.0,3.3,8.5682,2.0,2.2,0.2,0.2,10.4977,0.5,6.271,12.5542,13.3248,14.9705,32.0585,38.3439,27.0558,19.8773,25.053,0.3721,0.4203,0
59,4.0,3.3,12.0829,2.0,2.2,0.2,0.2,27.6945,0.5,5.7737,12.5452,13.9498,14.9683,32.0025,33.0623,33.7809,20.021,24.7284,0.3632,0.4191,0
60,2.8703,3.3,13.2766,1.7,2.2,0.2,0.2,10.1776,0.5,7.9906,12.5493,15.1953,15.4026,26.2091,44.1932,27.8015,18.0291,22.1646,0.3677,0.4151,0
61,4.0,3.3,11.3462,1.7,2.2,0.2,0.2,25.7508,0.5,5.8742,12.5482,13.7023,14.7672,25.9546,32.4005,32.2809,17.5339,20.1333,0.4039,0.4544,0
62,4.0,3.3,11.5022,1.7,2.2,1.4,0.2,26.6947,0.5,19.3216,12.5232,13.6234,15.6163,35.9109,26.106,34.1975,17.9003,40.5408,0.2945,0.3184,0
63,2.4269,3.3,11.5119,1.7,2.2,0.2,0.5,27.054,0.5,14.3584,12.5537,15.2901,15.8699,36.5148,40.1227,41.4773,18.1458,23.1105,0.288,0.3354,0
64,4.0,3.3,14.8264,1.7,2.2,0.2,0.5,10.4059,0.5,12.209,12.5403,14.4844,14.9203,36.4216,32.8073,37.8616,17.751,20.7673,0.3349,0.3807,0
65,4.0,3.3,11.8433,1.7,2.2,0.2,0.2,24.3579,0.5,5.8567,12.5471,13.7882,14.7532,25.955,32.5184,31.4833,17.5553,20.144,0.4054,0.4551,0
66,4.0,3.3,10.9743,2.0,2.2,0.2,0.2,17.6555,0.5,5.9072,12.5479,13.6689,14.9098,32.0277,35.3554,28.8341,19.9414,24.7925,0.3732,0.4234,0
67,4.0,3.3,13.0571,1.7,2.2,0.2,0.2,25.8736,0.5,5.8087,12.5444,14.078,14.7737,25.9473,31.9931,32.3194,17.6425,20.2132,0.4022,0.4535,0
68,4.0,3.3,15.0,1.7,2.2,0.2,0.2,26.1097,0.5,5.741,12.5406,14.6218,14.8321,25.9392,31.5282,32.4271,17.8001,20.4446,0.3987,0.4515,0
69,4.0,3.3,15.0,2.0,2.2,1.4,0.2,26.837,0.5,19.1147,12.5146,14.5528,15.8479,41.947,26.4015,34.5318,20.5127,45.1285,0.2535,0.2858,0
70,4.0,3.3,15.0,1.7,2.2,0.2,0.2,24.3698,0.5,5.7423,12.5406,14.6067,14.8176,25.9422,31.8115,31.4299,17.7915,20.4431,0.401,0.4525,0
71,4.0,3.9,15.0,1.7,2.2,0.2,0.5,25.2762,0.5,11.6265,13.0408,15.2449,17.6162,36.3244,28.4926,41.4843,17.8313,21.4093,0.3114,0.379,0
72,4.0,3.3,13.8918,2.0,2.2,0.2,0.2,23.1916,0.5,5.707,12.5414,14.329,14.9448,32.0008,33.374,31.1355,20.0796,24.6886,0.3677,0.4215,0
73,4.0,3.3,10.4091,1.7,2.2,0.2,0.2,14.2228,1.5794,7.9281,12.6147,14.5313,14.7236,27.7938,42.4225,28.0113,18.5082,23.582,0.369,0.4127,0
74,4.0,3.3,11.4819,1.7,2.2,0.2,0.2,26.8189,2.5,10.6904,12.719,16.5577,14.8006,30.7834,50.7665,33.0963,20.3624,29.3464,0.2922,0.3391,0
75,4.0,3.3,10.3804,1.7,2.2,0.2,0.5,10.3679,0.5,12.3788,12.5499,13.4492,14.8805,36.4405,33.8291,37.9498,17.4525,20.4838,0.3397,0.3842,0
