Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Fitness,Nc
88,1.0001,3.9,7.5008,1.9994,2.4999,1.4,0.4866,29.5024,2.5,39.4774,14.3363,21.0055,20.9576,49.6099,68.8581,44.1397,24.8213,59.8028,0.0026,8
89,1.0001,3.9,7.5323,1.9994,2.4999,1.4,0.4866,6.2883,2.5,40.2655,14.3367,20.9434,20.8599,49.9284,75.4655,43.7495,24.7951,59.8303,0.001,7
90,1.0001,3.9,7.5323,1.9994,2.4996,1.4,0.4866,6.2883,2.5,40.259,14.3355,20.9423,20.8597,49.9294,75.4603,43.7474,24.7946,59.8305,0.001,7
91,1.0001,3.9,7.5323,1.9994,2.4996,1.4,0.4866,6.2883,2.5,40.259,14.3355,20.9423,20.8597,49.9294,75.4603,43.7474,24.7946,59.8305,0.001,7
92,1.0001,3.9,7.5323,1.9994,2.4996,1.4,0.4866,6.2883,2.5,40.259,14.3355,20.9423,20.8597,49.9294,75.4603,43.7474,24.7946,59.8305,0.001,7
93,1.0001,3.9,7.5323,1.9994,2.4996,1.4,0.4866,6.2883,2.5,40.259,14.3355,20.9423,20.8597,49.9294,75.4603,43.7474,24.7946,59.8305,0.001,7
94,1.0001,3.9,7.5323,1.9994,2.4996,1.4,0.4866,6.2883,2.5,40.259,14.3355,20.9423,20.8597,49.9294,75.4603,43.7474,24.7946,59.8305,0.001,7
95,1.0001,3.9,7.5323,1.9994,2.4996,1.4,0.4866,6.2883,2.5,40.259,14.3355,20.9423,20.8597,49.9294,75.4603,43.7474,24.7946,59.8305,0.001,7
96,1.0001,3.9,7.5008,1.9994,2.4999,1.4,0.4866,29.5024,2.5,39.4774,14.3363,21.0055,20.9576,49.6099,68.8581,44.1397,24.8213,59.8028,0.0026,8
97,1.0,3.9,7.5008,1.9993,2.4999,1.4,0.4823,29.8776,2.5,39.3513,14.3362,21.008,20.9586,49.4741,68.8596,44.1781,24.8217,59.8174,0.0035,8
98,1.0,3.9,7.5008,1.9993,2.4999,1.4,0.4823,29.8776,2.5,39.3513,14.3362,21.008,20.9586,49.4741,68.8596,44.1781,24.8217,59.8174,0.0035,8
99,1.0002,3.9,11.9639,1.9999,2.4999,1.3954,0.4998,29.9734,2.4995,39.5731,14.3216,21.4063,20.5572,49.9427,67.6003,44.4141,24.8853,58.7163,0.0016,7
100,1.0002,3.9,11.9639,1.9999,2.4999,1.3954,0.4998,29.9734,2.4995,39.5731,14.3216,21.4063,20.5572,49.9427,67.6003,44.4141,24.8853,58.7163,0.0016,7
