Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
32,8.1148,5.0,5.0,9.0,5.0,9.0,9.0,5.5179,9.0,28.039606,139.986484,52.748472,12.750539,6.81523,49.599541,10.954444,25.038278,0.578112,0.4758,0.4955,6
33,8.8122,5.0,6.8781,9.0,6.3419,9.0,5.3151,9.0,9.0,35.188019,1.60858,29.049212,41.31318,91.867488,51.33444,5.815612,51.065162,6.252767,0.532,0.4543,3
34,9.0,5.0,8.7652,9.0,7.7276,7.4895,5.0,9.0,9.0,31.955214,1.236535,14.989089,42.001085,224.269972,50.134837,2.354247,76.972396,8.247073,0.4884,0.4786,4
35,9.0,7.0605,8.4359,9.0,6.9733,9.0,5.2014,9.0,9.0,24.239837,0.898343,27.643594,41.001128,156.713278,51.53347,5.693391,70.888822,13.472143,0.6199,0.4032,5
36,9.0,6.8056,7.2009,9.0,8.4972,9.0,5.3337,9.0,9.0,27.104009,0.835617,26.75941,40.478005,299.992516,52.283876,5.871577,57.252899,15.083529,0.6141,0.3886,5
37,9.0,7.8522,9.0,9.0,8.8043,8.3666,5.6304,9.0,9.0,18.087541,0.831682,19.567357,38.416014,328.035231,54.992764,4.21618,81.681631,20.693423,0.5538,0.43,6
38,9.0,6.6497,8.2199,7.2953,7.9671,9.0,5.0,9.0,9.0,27.801136,0.873722,26.738377,31.317089,249.988578,44.455876,5.008366,46.355293,12.979116,0.4849,0.409,5
39,9.0,8.6459,6.9784,9.0,7.3758,9.0,5.5727,9.0,9.0,13.01506,2.643204,26.247513,39.016034,173.501375,54.24073,6.088261,53.033955,24.971711,0.4514,0.3947,4
40,7.3687,6.5643,8.1916,9.0,7.8816,9.0,5.0,9.0,9.0,28.443251,1.44599,27.294659,48.414909,45.286564,46.277194,5.613547,63.705679,9.296831,0.4841,0.472,3
41,9.0,6.841,8.1469,9.0,8.2752,9.0,5.0,7.2021,9.0,26.745446,1.100035,38.588984,42.220523,516.850146,24.758993,6.01046,68.960445,15.454941,0.5292,0.3822,5
42,9.0,6.5864,8.3512,9.0,8.0125,9.0,5.2567,9.0,7.3413,15.173426,0.843762,10.503778,11.981183,243.319407,49.34947,6.27239,63.642859,12.967211,0.2933,0.4382,4
43,9.0,6.9275,7.6458,9.0,7.3611,7.3586,5.4636,9.0,9.0,21.549068,1.388221,13.872644,39.563361,174.922458,53.180111,2.4173,59.408469,12.973637,0.3978,0.486,4
44,9.0,5.0,5.7224,9.0,9.0,9.0,5.0,9.0,9.0,37.951865,1.112745,27.053787,42.448346,392.767702,49.851484,5.750173,47.332594,11.072236,0.6584,0.3967,5
45,9.0,6.4259,5.0,9.0,9.0,9.0,5.0,8.0073,9.0,30.479647,0.92117,33.263789,42.52469,545.448879,33.607237,6.042729,43.745405,15.809024,0.5657,0.3887,4
