Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
66,3.1396,3.2637,1.5984,1.8728,3.8853,3.9482,1.4664,2.1644,2.0152,3.5785,108.2001,1.2023,1.4419,21.4156,70.8117,9.3804,1.8846,3.8417,0.1963,0.2013,3
67,3.322,3.8139,3.7182,2.4717,2.8608,2.5693,1.9805,2.3853,1.6032,4.736,84.2868,1.2732,1.6493,16.3223,46.1889,8.2193,2.1242,4.4941,0.1439,0.2061,3
68,3.0057,2.3981,2.2805,3.3081,2.3006,2.9207,3.773,1.1457,1.912,3.8558,69.8868,1.2485,1.5308,8.744,89.6131,11.528,2.3429,5.3892,0.1893,0.2098,4
69,2.6549,2.5899,2.5453,1.2406,2.4264,1.9111,2.6209,1.7062,1.0464,2.5488,50.1082,1.2812,1.0889,16.5511,93.2566,12.0378,1.8077,3.687,0.2539,0.295,3
70,2.7628,1.0625,3.4639,3.2006,2.9074,3.7588,3.7226,1.5033,3.5561,5.1637,78.9786,1.0038,1.6112,7.3445,84.2922,10.8663,2.0906,5.6434,0.1402,0.2145,4
71,1.096,2.1458,1.6076,1.353,2.5988,2.839,2.459,2.6065,1.7608,2.8908,33.1773,1.1948,1.3985,18.05,83.3955,10.0565,1.7491,3.8104,0.212,0.3011,3
72,2.6032,2.8423,3.7728,2.7855,2.7789,2.7933,2.4849,3.5955,2.2444,5.2842,64.9701,1.2598,1.6725,13.2153,94.3783,4.5125,2.1161,5.0334,0.1827,0.2353,4
73,2.2829,2.2585,3.8927,3.7156,3.9474,1.2396,3.414,1.3446,2.9988,4.6874,104.227,1.2797,1.4774,7.6459,77.7062,11.376,2.2711,6.628,0.1697,0.1941,4
74,2.5024,1.4083,1.4558,2.9161,3.046,2.5268,2.8316,3.0072,2.9941,3.3878,71.6559,1.0762,1.3608,15.2818,82.6378,6.3526,2.0253,5.3276,0.1699,0.2095,2
75,3.4348,1.3713,1.168,2.4166,1.4724,2.9877,1.7257,2.3645,2.371,3.033,57.5728,1.0427,0.851,21.6298,92.4163,9.1235,1.9129,4.6171,0.2491,0.2713,2
76,2.1354,2.0021,2.9931,1.1969,1.0965,2.933,3.738,1.8244,2.8946,3.7425,24.3572,1.1486,1.6222,8.6256,86.2123,12.6187,1.5059,3.6151,0.2915,0.3541,2
77,1.167,3.5509,1.4179,1.9453,3.0998,3.251,1.7405,2.17,1.5401,3.2664,48.9407,1.3061,1.9113,20.7997,69.6046,10.8685,2.016,3.9337,0.21,0.241,5
78,1.6735,1.5802,1.1801,1.2077,2.3979,2.4205,2.0716,1.4779,3.8942,4.4553,31.3677,0.6702,1.0663,20.985,85.7288,13.1614,1.3708,3.8731,0.327,0.3422,3
79,1.1603,3.3889,2.5672,1.3571,2.0062,2.8633,1.2242,3.9693,1.8033,4.5581,19.7496,1.2861,2.3906,19.8521,83.9734,6.0642,1.7928,4.3613,0.2714,0.3198,4
80,2.444,2.6323,2.4087,3.8905,3.8362,3.3741,3.3194,3.3685,2.4035,4.8336,102.3808,1.3094,1.9554,9.711,82.1835,5.0759,2.4079,7.0681,0.1929,0.2188,5
81,2.2534,2.022,1.6852,2.137,3.7644,1.7859,2.5266,2.7076,1.4731,2.7222,84.0986,1.1881,1.2226,17.2941,73.7064,8.1272,1.9722,4.3041,0.1688,0.2384,2
82,1.2419,1.5368,3.2557,1.7413,2.5209,3.6448,1.3772,1.445,1.634,2.8287,31.4729,1.222,1.2399,20.7157,81.4562,13.2375,1.8952,4.1244,0.265,0.3057,4
83,2.0755,2.5388,3.7457,3.2588,1.8928,2.3493,3.586,1.4152,2.0878,4.8005,40.804,1.3278,1.6431,7.198,92.3847,12.2303,2.3101,5.4771,0.2268,0.2696,4
84,2.0673,2.5861,3.2912,2.5826,1.2683,3.1636,3.0822,2.9474,2.2183,4.577,25.0087,1.2397,1.6425,11.358,95.0814,8.0511,2.0407,4.6283,0.2163,0.2946,3
85,3.5349,2.0829,1.3067,1.4378,3.2005,3.1325,1.5374,3.4416,3.4393,4.022,97.7798,0.8744,1.1558,21.3468,80.2518,4.6388,1.4462,3.9355,0.2831,0.299,2
86,2.1852,1.198,2.3792,3.6458,1.0259,3.4338,1.9044,1.5707,3.9179,4.9818,28.9652,0.7274,1.1017,20.1403,94.6314,12.0429,2.1493,6.7976,0.2353,0.279,4
87,3.3843,1.6122,3.3661,3.7526,2.0343,3.0114,1.0304,2.2871,3.7587,5.3673,72.2114,0.8312,0.9451,20.1912,86.6493,8.8858,2.1295,6.8925,0.1609,0.1893,4
88,3.0591,1.7509,1.2899,3.3451,3.0531,3.974,3.684,3.0523,1.195,3.3819,92.8639,1.297,1.7691,9.0422,62.8154,5.6027,2.5248,6.1563,0.2406,0.2581,4
89,3.8256,3.9421,1.5537,3.2237,1.9803,2.0825,3.057,1.3524,1.8681,4.5654,84.4497,1.2157,1.7439,13.114,35.3316,10.5847,2.3602,5.6936,0.16,0.22,5
90,1.5858,3.4151,3.297,1.9537,3.09,1.8913,3.7464,2.0603,3.1581,5.0044,57.0937,1.2342,2.3014,7.157,77.8054,11.0688,1.6854,3.9201,0.2265,0.2742,4
91,1.5124,1.5556,2.2341,3.7244,3.0619,2.9329,1.3262,2.9299,1.6839,3.1702,60.2502,1.2673,1.4547,20.9478,81.7016,7.3054,2.5114,6.9771,0.1843,0.1819,4
92,1.6846,1.4927,1.0715,3.5964,2.3483,1.3626,2.6248,3.7383,1.6256,3.8357,42.5783,1.2349,1.727,15.6355,83.3718,5.1307,2.4819,7.4201,0.1778,0.241,4
93,1.4213,1.3173,3.8364,1.9719,2.6043,3.7237,2.7331,3.8425,3.1732,4.8564,37.3379,1.1161,1.9113,11.8289,79.3275,5.666,1.7059,4.8906,0.2239,0.2828,1
94,2.5944,2.9033,3.9195,1.5724,3.4701,1.9663,2.8749,3.0226,1.131,4.0866,83.3158,1.3687,1.5767,11.1042,90.0403,6.9598,1.8715,3.8344,0.1933,0.2344,3
95,3.2839,2.5555,1.0881,2.1492,1.7787,1.1244,1.6174,1.8572,3.7038,4.4463,55.2613,0.7756,0.8687,22.2218,99.305,10.9069,1.6011,4.3886,0.2788,0.2768,3
96,1.4149,3.164,3.0024,1.1428,2.7867,3.3395,3.0768,1.5098,2.2134,4.1661,41.9197,1.291,1.8083,12.4609,91.6275,12.9425,1.6891,3.4096,0.2424,0.2695,4
97,3.065,1.0458,1.3316,1.2578,3.7797,1.1636,2.023,3.044,1.5289,2.6762,103.0392,1.1175,1.1083,20.0662,88.8547,6.4432,1.7276,4.3386,0.2605,0.2717,3
98,2.8652,2.5415,3.3516,3.9324,1.1472,3.7062,3.4175,1.3947,3.9798,6.5991,49.7266,0.7914,1.4877,8.9263,88.5021,11.9692,2.1622,7.1445,0.2294,0.2377,4
99,1.9252,1.6505,3.1387,3.6039,3.3739,2.9026,3.209,2.1247,3.1359,4.0637,76.9931,1.1755,1.4857,10.9288,77.5964,9.8505,2.2345,6.3088,0.1193,0.1522,1
100,2.6514,3.1246,3.461,3.2013,3.6176,3.607,3.1964,1.7548,1.5499,4.2605,97.2676,1.3756,1.7016,9.9316,83.2856,10.1055,2.4451,5.1459,0.1652,0.1805,6
