Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Fitness,Nc
75,4,3.1,8.5431,1.9,2.4,1.4,0.2,10.9834,2.5,41.2987,19.8716,18.5183,15.0316,0.7164,53.3252,31.6688,25.6979,52.4772,0.3291,3
76,1,3.6411,15,1.9,2.1553,1.4,0.5,6,2.5,36.8584,17.3362,25.0201,18.7985,2.531,68.0742,41.1175,27.9567,56.6409,0.2361,7
77,3.7946,3.1,7.5,1.8166,2.4,1.4,0.4759,6,2.5,45.6694,14.0637,18.3207,15.23,-0.2607,53.9641,37.6437,24.6967,50.3037,0.3885,2
78,1,3.7,7.5,1.9,2.1,0.6239,0.5,11.6603,2.5,23.6377,28.3293,21.4754,18.7396,10.0625,67.7128,41.3773,24.9896,41.5394,0.1214,5
79,2.5,3.4,10.1945,1.9,2.4,1.355,0.215,6,2.5,37.9549,9.3858,21.4099,17.0867,6.3743,64.9551,33.2601,26.3045,53.7656,0.2196,4
80,1.9134,3.494,13.2029,1.8365,2.2798,1.262,0.3802,21.3802,2.5,33.6668,13.1818,23.2338,17.5945,7.781,58.7261,36.3045,26.4877,50.2872,0.16,3
81,4,3.1,7.5,1.6924,2.3228,1.4,0.2,6,2.5,40.1303,29.9038,17.8233,14.8961,6.2108,53.8697,30.6814,23.5176,49.4313,0.1367,2
82,4,3.1,7.5,1.6924,2.3228,1.4,0.2,6,2.5,40.1303,29.9038,17.8233,14.8961,6.2108,53.8697,30.6814,23.5176,49.4313,0.1367,2
83,4,3.1,7.5,1.6924,2.3228,1.4,0.2,6,2.5,40.1303,29.9038,17.8233,14.8961,6.2108,53.8697,30.6814,23.5176,49.4313,0.1367,2
84,2.9963,3.1,9.3212,1.6844,2.3878,1.1733,0.4415,6,2.4162,37.7821,17.4834,19.4221,15.2507,10.0948,56.7985,36.3714,23.6362,42.3989,0.1428,2
85,3.285,3.4,11.25,1.75,2.25,1.3687,0.4874,20.997,2.4618,40.4116,16.2983,20.4821,16.5938,4.1714,47.8302,37.2726,24.7552,49.2111,0.1987,1
86,1,3.1,14.773,1.6,2.3699,1.4,0.3055,29.2737,2.2919,35.3134,22.2797,23.1438,16.3979,15.1868,62.7188,37.8886,24.8686,50.6039,0.0493,4
