Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
53,4.8672,3.793,4.3644,3.7463,3.7194,3.418,3.9355,4.5878,3.109,11.665,13.4698,37.1034,8.6545,47.5318,32.6775,25.388,9.5382,5.4989,0.2044,0.3155,3
54,4.0372,3.1048,4.6599,4.5581,3.8175,3.749,3.3503,3.0585,3.8424,3.4809,2.9183,29.5526,18.3717,64.0084,5.6182,34.9168,15.0792,3.8152,0.4803,0.5241,3
55,3.404,4.1497,4.831,3.1207,4.5105,4.0493,3.0503,3.76,4.2072,6.5654,7.269,17.9556,29.053,73.9841,14.47,28.1608,17.113,4.6025,0.4265,0.3972,2
56,4.9195,4.238,4.5842,3.5971,3.7957,4.5981,3.5884,3.3049,3.7299,11.7247,9.01,29.8501,57.1089,36.846,12.9002,34.6836,10.6077,6.3138,0.2827,0.2999,4
57,4.0825,4.9058,4.927,4.0055,4.9713,3.6221,3.3423,4.1905,3.5371,16.0394,8.8545,10.6274,14.1838,47.1998,23.986,28.7868,14.8437,6.9002,0.3655,0.3754,2
58,4.4011,4.0963,3.4767,4.0062,3.0345,4.5642,4.2418,4.5223,4.1878,15.6051,19.0892,48.996,54.7547,49.9812,37.2824,19.8376,10.0027,4.2705,0.1953,0.1452,5
59,3.1307,4.7492,3.5016,4.1216,4.0252,4.9766,3.5352,4.2276,3.7453,14.6813,18.9124,45.797,83.608,54.3104,28.4948,27.1847,16.0935,3.0135,0.3103,0.1665,5
60,4.4427,3.6059,3.7276,3.2205,3.5982,4.8296,4.9341,3.8339,3.4035,27.2129,17.6765,49.0027,72.2008,55.412,36.9378,31.7536,4.1592,5.8906,0.2716,0.1947,8
61,4.5348,4.1449,4.2796,3.7813,4.786,4.7438,4.7721,3.9461,3.1205,25.3182,16.8571,33.6838,66.088,45.5794,38.5254,31.8899,5.3916,6.842,0.2285,0.1627,6
62,3.0209,3.5441,3.9972,4.7977,4.2335,4.5121,3.5702,3.5547,3.3957,5.2456,9.5605,43.1678,52.1815,66.0458,14.9347,34.7742,16.2614,1.8902,0.3983,0.3869,5
63,3.2781,3.1245,4.4977,4.0138,3.3134,3.6332,4.7023,4.7876,4.6023,18.8934,19.0301,30.2537,14.3919,78.2263,48.5871,10.6797,9.155,5.6182,0.331,0.3221,4
64,3.0256,4.9874,3.8471,3.3694,4.3764,3.8282,4.9524,3.3564,4.4388,40.8246,8.302,35.9301,20.7337,58.9989,28.5692,27.1534,6.5865,7.4437,0.3563,0.2706,4
65,3.3707,4.9205,4.0427,3.538,4.8821,3.3317,4.8271,4.1739,3.299,36.0917,11.3898,33.7675,6.5361,58.69,38.4381,29.0367,7.6389,6.8437,0.3188,0.3095,4
66,3.8507,3.3846,4.3235,3.7343,3.7867,4.0676,3.1924,4.3108,4.3184,2.8617,11.8581,35.2135,29.9401,72.8868,22.5257,21.7889,16.0454,2.9716,0.3754,0.3722,3
67,3.8196,4.41,4.5783,3.7648,4.091,3.768,3.8958,4.254,3.3127,13.48,10.748,28.7105,18.7445,62.3403,26.1001,29.1903,13.6462,5.0597,0.2379,0.2635,3
68,4.4076,4.303,4.701,3.5511,4.4202,4.7531,4.1816,3.3104,4.1116,16.1266,11.4248,22.5843,66.7461,48.7941,20.9852,31.4185,10.3076,6.6392,0.2249,0.1966,4
69,4.9685,4.8764,4.6687,4.997,4.9705,4.8116,4.5147,4.7632,4.2514,29.4107,25.1174,15.9524,71.488,4.7088,54.7858,14.8697,5.18,9.6554,0.6357,0.4237,5
70,4.3075,3.631,4.3372,3.5269,3.5923,4.9985,3.7071,4.8744,3.7941,6.4037,27.2155,36.401,84.9891,57.5939,46.3161,17.5176,13.1991,3.955,0.4182,0.2747,6
71,3.4911,3.7383,4.8107,3.0821,3.7896,3.8594,3.7535,3.6643,3.248,7.9772,6.5206,25.4274,21.747,77.9968,14.8025,34.8007,14.9766,4.5126,0.4138,0.3878,3
