Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
31,4.2865,10.0,17.705,43.9477,8.763,58.4419,24.0326,36.0219,0.0,5.676058,1.662828,3.323834,5.022263,2.382352,1.721258,4.182366,4.081867,6.030948,0.4684,0.2023,4
32,23.597,28.5966,44.0356,27.1498,3.0169,28.9752,37.6762,17.8898,9.7858,4.808945,3.527533,3.794409,4.31278,1.948468,2.372849,2.764632,2.577289,5.728922,0.6368,0.1169,5
33,13.1345,28.9539,0.3495,52.4411,11.0504,59.3925,0.3477,56.567,27.6255,5.309492,1.417002,3.263237,4.612193,2.705251,2.226343,4.177494,3.986502,5.009876,0.5796,0.2222,5
34,53.741,13.0164,16.0895,28.859,9.8869,24.0207,56.0872,14.8721,53.551,3.125369,2.384835,3.658367,3.195646,2.281199,1.262275,3.791963,3.046054,4.597017,0.516,0.2641,2
35,9.2498,12.8743,39.572,43.2943,46.2644,9.8403,34.0132,18.1967,51.3046,2.213884,2.80771,3.921553,3.271445,2.20459,2.575045,3.3459,3.203703,3.066844,0.4699,0.2826,3
36,48.8854,20.3567,53.354,15.9136,17.5878,57.539,4.6665,56.9732,29.449,4.993575,3.749186,1.414934,4.031094,1.987726,3.21365,3.14377,1.704287,4.798548,0.5529,0.2726,3
37,35.2785,59.1562,47.2473,30.0266,29.5448,5.7876,50.0005,18.7125,24.6851,4.172657,4.146903,5.017883,3.223867,2.312098,3.197038,1.474491,2.234154,4.209793,0.4641,0.2136,3
38,31.2521,52.7957,40.6409,18.7997,0.0255,27.1985,38.4223,28.9552,25.8076,4.638742,3.919563,3.93504,4.162815,1.839443,2.778291,2.168324,2.505885,4.998455,0.5129,0.1384,3
39,40.1109,11.1628,53.2103,23.1901,15.4353,55.5174,55.8566,54.0511,9.6111,5.937165,3.904109,4.121856,3.97849,2.760996,2.660708,2.648707,1.724069,5.016861,0.6234,0.1215,5
40,11.0796,17.8423,52.0744,55.2732,24.5023,56.3446,6.4548,30.0399,29.4796,5.051487,2.081311,3.459727,4.113112,2.851638,2.958352,3.17105,3.128989,4.743542,0.6269,0.1719,4
41,20.1532,26.7826,9.8363,24.5304,41.2212,49.4743,16.5584,16.8219,14.6926,4.174774,2.289323,2.507512,4.545937,1.576171,1.835843,4.021484,4.094953,5.188426,0.5283,0.2482,3
42,19.4823,46.6254,23.4571,42.3388,24.1049,47.9982,54.4239,32.7161,5.2788,5.512697,2.487879,5.438302,4.130444,2.839659,2.072998,2.820381,3.630801,5.043896,0.6275,0.1104,6
43,38.7472,21.4642,58.591,46.1655,47.7915,30.6162,35.1444,30.4114,30.1399,3.334441,3.459364,3.672389,2.513716,2.78456,3.565952,2.552942,2.02493,3.581854,0.5061,0.2527,3
44,16.1231,22.9595,19.2841,50.1482,30.4059,33.7636,26.4694,44.555,46.1744,3.362114,2.009289,3.773161,3.753676,2.511477,2.301314,3.886025,3.626484,3.900466,0.6071,0.2349,4
45,48.8916,59.4538,4.0392,19.694,12.1127,32.4583,45.0603,37.3651,58.0593,3.263635,2.995608,3.565187,3.574552,1.894874,2.227497,2.772158,3.133044,3.445052,0.4972,0.2339,3
46,13.3592,54.8631,40.658,58.7488,23.625,55.5699,41.2008,14.2915,30.3291,5.440237,1.780084,5.361524,3.878255,3.304762,2.810727,2.385255,3.822687,4.35543,0.7031,0.1843,4
47,19.5316,33.4926,18.9045,46.1131,39.4064,59.1906,26.8291,44.0679,37.5408,4.397457,1.712981,3.387375,4.155257,2.530736,2.277815,3.872867,4.076845,3.944178,0.6438,0.225,4
48,51.7345,12.1896,31.8427,27.5858,50.6888,24.6579,34.2027,22.3672,45.0526,2.036117,2.819462,2.286171,2.589347,1.957469,2.35372,3.847916,2.953797,3.608338,0.4199,0.342,3
49,25.4397,24.6474,38.0358,39.5459,37.8983,55.2844,18.9122,38.6771,54.0288,3.511916,2.273945,2.672429,4.054388,2.14914,2.52307,3.629736,3.432687,3.217289,0.4817,0.2647,3
50,22.6667,55.0903,30.3897,29.7023,25.9351,8.9476,49.1465,33.3884,19.8561,4.365763,3.748843,5.145084,3.796447,2.229,2.679843,2.204492,2.882312,4.598384,0.5879,0.1291,4
51,38.5467,21.4209,50.4715,29.5826,52.0668,4.9283,5.2115,16.5746,4.4487,2.796173,3.798054,2.416554,2.870225,1.835367,3.332539,3.0168,2.331202,4.367527,0.5105,0.2891,3
52,26.2341,13.0767,39.419,14.7335,22.7113,15.6432,13.0995,59.1442,15.0963,4.000075,4.196574,2.571124,4.110017,1.632249,2.9343,3.317222,1.955699,4.992906,0.6134,0.2318,3
53,49.6914,54.9901,16.9053,44.8743,59.794,24.4057,29.8949,51.483,2.0848,2.754594,2.898682,3.503239,1.922417,2.74906,3.532542,3.168747,3.204984,3.194169,0.524,0.3093,4
54,12.6597,23.156,25.444,53.7843,1.5833,41.4093,36.6543,19.6309,59.1562,3.523298,1.386797,4.243771,4.048659,2.62245,1.777676,3.696694,3.921999,3.837057,0.419,0.2644,3
