Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
45,0.1589,0.2664,0.3494,0.2706,0.5874,0.0977,0.0562,0.0167,0.5782,-1.3893,2.514,-1.2778,2.514,-0.5902,2.5324,-1.3914,2.5325,-0.6269,1.2888,1.3015,4
46,0.8557,0.0547,0.7095,0.6177,0.5024,0.8454,0.0171,0.8939,0.3335,1.6662,1.2968,1.5313,0.6624,0.9214,0.3196,0.5099,0.3431,0.5844,0.4452,0.5171,2
47,0.2327,0.2525,0.3234,0.3784,0.498,0.0896,0.1497,0.0275,0.6435,-1.1576,2.3954,-1.098,2.3144,-0.7003,2.4081,-1.1706,2.4082,-0.2085,1.1733,1.2063,4
48,0.0231,0.2066,0.45,0.1036,0.1767,0.2208,0.7872,0.9181,0.9393,-0.0932,1.7252,0.2014,1.7308,-0.0896,1.7237,1.1102,0.8567,1.0298,0.4992,0.6063,3
49,0.4453,0.2396,0.6239,0.1042,0.3433,0.9413,0.6784,0.7197,0.3412,0.5736,1.4499,1.084,1.4614,0.3754,0.5875,1.2571,0.6097,0.3754,0.406,0.4983,1
50,0.5582,0.6565,0.7483,0.0276,0.9199,0.0049,0.6106,0.4408,0.5464,0.9419,0.697,1.4521,1.4235,1.455,1.4235,1.1012,1.2277,0.9101,0.1864,0.261,2
51,0.1037,0.811,0.5761,0.4063,0.3089,0.0661,0.5273,0.3611,0.2567,-0.3893,1.0255,0.3179,1.7906,-0.3295,1.9286,0.1497,1.8502,-0.364,0.7287,0.8286,3
52,0.2802,0.3009,0.1661,0.2018,0.0333,0.0774,0.3167,0.2667,0.2722,-2.0102,2.8539,-2.0486,2.8797,-2.0517,2.8834,-1.9728,2.8658,-2.017,1.765,1.7838,4
53,0.3256,0.6533,0.3655,0.364,0.1766,0.1223,0.0834,0.822,0.0656,-0.6933,1.5322,-0.6374,2.0969,-0.7723,2.1727,-0.7761,1.294,-0.7761,0.9588,1.1221,3
54,0.2196,0.6171,0.0676,0.3614,0.437,0.9582,0.4597,0.8765,0.3371,0.2513,0.8759,0.2411,1.4132,0.5036,0.6583,0.5525,0.5558,0.3285,0.5877,0.6344,0
