Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
49,41.6736,24.538,28.3784,27.809,30.891,34.6868,32.6013,22.9107,29.5441,1.6231,2.4074,2.038,3.4597,2.225,2.4452,2.5306,2.2391,1.8778,0.2099,0.1503,2
50,38.6619,21.8522,22.0505,27.5143,35.8231,35.8958,31.4101,29.8956,23.2381,1.2673,2.2587,2.5927,3.5361,2.5075,2.098,2.2255,1.1088,1.9682,0.2548,0.2389,3
51,42.7789,25.4794,32.5327,22.0812,34.9959,34.8319,37.4192,24.7228,29.2809,1.815,3.0117,1.5683,4.5294,1.7483,2.5918,3.4467,2.0562,1.9629,0.2469,0.1622,4
52,25.8989,25.4754,24.77,20.9827,32.3479,27.1956,30.0989,21.9105,30.2822,2.1594,2.7388,2.7397,1.7826,2.9284,2.3341,2.4986,2.8163,1.0081,0.2272,0.2054,4
53,28.5648,29.417,27.1196,25.1805,32.0693,38.2102,31.3053,29.0945,31.3668,1.6156,2.1821,2.4938,2.1029,2.553,2.1164,2.4811,1.8966,2.7752,0.1563,0.16,4
54,30.4495,21.6902,28.2184,27.9113,32.6419,32.7999,30.5499,21.9628,23.8127,2.1373,2.0575,2.2751,1.8821,3.0475,2.4516,2.1122,1.5837,1.211,0.1881,0.2262,2
55,36.2222,26.1748,32.3795,27.3791,33.8024,25.7818,33.6782,25.8318,23.3961,2.241,2.3547,2.2621,3.2939,2.6259,2.6128,2.4678,1.5159,0.8537,0.218,0.2363,4
56,44.6752,22.8497,31.4985,27.4952,30.4969,36.847,33.6343,20.598,24.1024,1.9268,2.3853,1.7852,3.6674,2.3958,2.7366,2.6602,1.6452,1.9396,0.192,0.1417,2
57,35.9344,24.7738,22.9082,20.9546,39.8362,29.2313,35.8791,24.8092,22.7368,1.3743,3.3408,2.1793,4.3897,2.368,2.6537,2.9794,1.5236,0.7074,0.2752,0.2579,3
58,32.7467,24.8684,32.5707,25.3402,36.9172,25.2129,37.1193,28.1019,20.6408,2.3326,2.7398,2.2329,3.5504,2.6084,2.581,2.8946,1.3313,0.9782,0.2115,0.2076,4
59,41.493,25.0822,33.9869,27.3544,35.8412,32.6637,31.5394,21.9328,25.7667,2.1206,1.8853,1.8434,3.6312,2.2992,2.6977,2.2932,1.7309,1.2686,0.2422,0.2279,3
60,28.2531,21.6167,26.4081,25.4822,34.6851,32.3782,38.0357,28.0141,24.6774,1.9742,3.1318,2.2371,2.824,2.6661,2.2808,3.1153,1.3265,1.7051,0.1183,0.1162,2
